DocID,StoreCode,ProductItemCode,ProductCode,Date,ReturnFlag,Time,Quantity,Amount,DiscountAmount,ChangeCardFlag
28846,1837,M101441-82297063,M101441-82297,10.10.2024,1,1220,-1,"-1090,9",0,0
28847,1717,M1010299-83039014,M1010299-83039,09.10.2024,1,1950,-1,"-999,99",0,0
28848,1662,M101077-85611011,M101077-85611,29.09.2024,0,1352,1,"999,99",0,0
28849,1507,M101077-85611012,M101077-85611,12.10.2024,0,1754,1,"999,99",0,0
28850,1856,M101077-85611012,M101077-85611,26.09.2024,0,1654,1,"999,99",0,0
28851,1688,M101077-85611012,M101077-85611,28.09.2024,0,1900,1,"999,99",0,0
28852,1845,M101077-85611012,M101077-85611,03.10.2024,0,1121,1,"999,99",0,0
28853,1642,M101077-85611012,M101077-85611,06.10.2024,0,1948,1,"999,99",0,0
28854,1906,M101077-85611012,M101077-85611,10.09.2024,0,1339,1,"999,99",0,0
28855,1688,M1010299-83039014,M1010299-83039,27.09.2024,0,1748,1,"999,99",0,0
28856,1514,M1010299-83039014,M1010299-83039,16.09.2024,0,1622,1,"999,99",0,0
28857,1803,M1010299-83039014,M1010299-83039,11.09.2024,0,1738,1,"999,99",0,0
28858,1663,M101077-30503012,M101077-30503,02.10.2024,0,1456,1,"999,99",0,0
28859,1621,M101077-30503012,M101077-30503,10.10.2024,0,1956,1,"999,99",0,0
28860,1872,M101077-30503012,M101077-30503,12.10.2024,0,1947,1,"999,99",0,0
28861,1619,M101077-30503012,M101077-30503,27.10.2024,0,1241,1,"999,99",0,0
28862,1518,M101077-30503012,M101077-30503,28.09.2024,0,1216,1,"999,99",0,0
28863,1687,M101077-30503012,M101077-30503,15.09.2024,0,1432,1,"999,99",0,0
28864,1704,M101077-30503012,M101077-30503,25.09.2024,0,1601,1,"999,99",0,0
28865,1856,M101077-30503012,M101077-30503,01.10.2024,0,1558,1,"999,99",0,0
28866,1550,M101077-30503012,M101077-30503,04.10.2024,0,1218,1,"999,99",0,0
28867,1683,M1010299-83039014,M1010299-83039,15.10.2024,0,1053,1,"999,99",0,0
28868,1596,M1010299-83039014,M1010299-83039,28.09.2024,0,1329,1,"999,99",0,0
28869,1644,M1010299-83039014,M1010299-83039,27.09.2024,0,1908,1,"999,99",0,0
28870,1838,M1010299-83039014,M1010299-83039,27.09.2024,0,1625,1,"999,99",0,0
28871,1638,M1010299-83039014,M1010299-83039,27.09.2024,0,2132,1,"999,99",0,0
28872,1813,M1010299-83039014,M1010299-83039,08.09.2024,0,1659,1,"999,99",0,0
28873,1666,M1010299-83039014,M1010299-83039,08.09.2024,0,1749,1,"999,99",0,0
28874,1839,M1010299-83039014,M1010299-83039,22.09.2024,0,1503,1,"999,99",0,0
28875,1769,M1010299-83039014,M1010299-83039,22.09.2024,0,1807,1,"999,99",0,0
28876,1632,M1010299-83039014,M1010299-83039,04.09.2024,0,1931,1,"999,99",0,0
28877,1632,M1010299-83039014,M1010299-83039,14.09.2024,0,1111,1,"999,99",0,0
28878,1885,M1010299-83039014,M1010299-83039,02.10.2024,0,1904,1,"999,99",0,0
28879,1674,M1010299-83039007,M1010299-83039,23.09.2024,0,1823,1,"999,99",0,0
28880,1640,M1010299-83039007,M1010299-83039,14.09.2024,0,1713,1,"999,99",0,0
28881,1673,M1010299-83039007,M1010299-83039,10.09.2024,0,1207,1,"999,99",0,0
28882,1777,M1010299-83039007,M1010299-83039,18.09.2024,0,1838,1,"999,99",0,0
28883,1759,M101077-85611011,M101077-85611,07.09.2024,0,1655,1,"999,99",0,0
28884,1542,M101077-85611011,M101077-85611,25.09.2024,0,1806,1,"999,99",0,0
28885,1576,M101077-85611011,M101077-85611,24.09.2024,0,1530,1,"999,99",0,0
28886,1632,M101077-85611011,M101077-85611,23.09.2024,0,1754,1,"999,99",0,0
28887,1856,M101077-85611012,M101077-85611,12.10.2024,0,2133,1,"999,99",0,0
28888,1696,M101077-85611012,M101077-85611,27.09.2024,0,1900,1,"999,99",0,0
28889,1811,M101077-85611012,M101077-85611,29.09.2024,0,1555,1,"999,99",0,0
28890,1649,M101077-85611012,M101077-85611,02.10.2024,0,1333,1,"999,99",0,0
28891,1921,M101077-85611012,M101077-85611,24.09.2024,0,2114,1,"999,99",0,0
28892,1649,M101077-85611012,M101077-85611,05.10.2024,0,1837,1,"999,99",0,0
28893,1836,M101077-85611012,M101077-85611,05.10.2024,0,1937,1,"999,99",0,0
28894,1828,M1010819-88622029,M1010819-88622,08.10.2024,0,1921,1,"1272,72",0,0
28895,1823,M1010819-88622029,M1010819-88622,12.10.2024,0,1432,1,"1272,72",0,0
28896,1647,M100980-82211042,M100980-82211,07.10.2024,0,1941,1,"1272,72",0,0
28897,1696,M100980-82211042,M100980-82211,01.10.2024,0,1222,1,"1272,72",0,0
28898,1517,M100980-82211042,M100980-82211,15.09.2024,0,1946,1,"1272,72",0,0
28899,1874,M100980-82211042,M100980-82211,08.10.2024,0,2129,1,"1272,72",0,1
28900,1906,M100980-82211042,M100980-82211,13.10.2024,0,1816,1,"1272,72",0,0
28901,1532,M100980-82211042,M100980-82211,05.10.2024,0,1646,1,"1272,72",0,0
28902,1863,M100980-82211042,M100980-82211,03.10.2024,0,1135,1,"1272,72",0,0
28903,1521,M100980-82211042,M100980-82211,19.09.2024,0,1913,1,"1272,72",0,0
28904,1896,M100980-82211042,M100980-82211,21.09.2024,0,1604,1,"1272,72",0,0
28905,1507,M100980-82211042,M100980-82211,16.09.2024,0,1147,1,"1272,72",0,0
28906,1895,M100980-82211042,M100980-82211,13.10.2024,0,1420,1,"1272,72",0,0
28907,1888,M100980-82211042,M100980-82211,12.10.2024,0,1513,1,"1272,72",0,0
28908,1837,M100980-82211042,M100980-82211,12.10.2024,0,1708,1,"1272,72",0,0
28909,1690,M100980-82211042,M100980-82211,15.10.2024,0,1948,1,"1272,72",0,1
28910,1694,M100980-82211042,M100980-82211,11.10.2024,0,1548,1,"1272,72",0,0
28911,1806,M100980-82211042,M100980-82211,13.10.2024,0,1727,1,"1272,72",0,0
28912,1857,M100980-82211042,M100980-82211,26.09.2024,0,1349,1,"1272,72",0,0
28913,1909,M100980-82211042,M100980-82211,06.09.2024,0,1652,1,"1272,72",0,0
28914,1556,M100980-82211042,M100980-82211,06.09.2024,0,2103,1,"1272,72",0,0
28915,1935,M100980-82211042,M100980-82211,22.09.2024,0,1920,1,"1272,72",0,0
28916,1823,M100980-82211042,M100980-82211,08.09.2024,0,1333,1,"1272,72",0,0
28917,1694,M100980-82211042,M100980-82211,13.09.2024,0,1330,1,"1272,72",0,0
28918,1687,M100980-82211042,M100980-82211,14.09.2024,0,1319,1,"1272,72",0,0
28919,1578,M100980-82211042,M100980-82211,07.10.2024,0,1439,1,"1272,72",0,0
28920,1662,M100980-82211042,M100980-82211,06.10.2024,0,1239,1,"1272,72",0,0
28921,1663,M100980-82211042,M100980-82211,05.10.2024,0,2132,1,"1272,72",0,0
28922,1934,M100980-82211042,M100980-82211,08.10.2024,0,1746,1,"1272,72",0,0
28923,1518,M100980-82211042,M100980-82211,28.09.2024,0,1700,1,"1272,72",0,0
28924,1807,M100980-82211042,M100980-82211,18.09.2024,0,1414,1,"1272,72",0,0
28925,1695,M100980-82211042,M100980-82211,05.09.2024,0,1733,1,"1272,72",0,0
28926,1851,M100980-82211042,M100980-82211,04.10.2024,0,1806,1,"1272,72",0,0
28927,1669,M100980-82211042,M100980-82211,02.10.2024,0,1949,1,"1272,72",0,0
28928,1932,M100980-82211042,M100980-82211,02.10.2024,0,1943,1,"1272,72",0,0
28929,1699,M100980-82211042,M100980-82211,02.10.2024,0,1427,1,"1272,72",0,0
28930,1935,M100980-82211042,M100980-82211,03.10.2024,0,1908,1,"1272,72",0,0
28931,1889,M100980-82211042,M100980-82211,22.09.2024,0,2029,1,"1272,72",0,0
28932,1692,M100980-82211042,M100980-82211,22.09.2024,0,1500,1,"1272,72",0,0
28933,1824,M100980-82211042,M100980-82211,23.09.2024,0,1728,1,"1272,72",0,0
28934,1624,M100980-82211042,M100980-82211,07.09.2024,0,1638,1,"1272,72",0,0
28935,1744,M100980-82211042,M100980-82211,15.09.2024,0,1433,1,"1272,72",0,0
28936,1566,M100980-82211042,M100980-82211,29.09.2024,0,1431,1,"1272,72",0,1
28937,1750,M100980-82211042,M100980-82211,05.10.2024,0,1723,1,"1272,72",0,0
28938,1764,M100980-82211042,M100980-82211,02.10.2024,0,1246,1,"1272,72",0,0
28939,1694,M100980-82211042,M100980-82211,02.10.2024,0,1101,1,"1272,72",0,0
28940,1732,M100980-82211042,M100980-82211,19.09.2024,0,1813,1,"1272,72",0,0
28941,1806,M100980-82211042,M100980-82211,21.09.2024,0,1306,1,"1272,72",0,0
28942,1540,M100980-82211042,M100980-82211,23.09.2024,0,1833,1,"1272,72",0,0
28943,1662,M100980-82211042,M100980-82211,10.10.2024,0,1044,1,"1272,72",0,0
28944,1927,M100980-82211042,M100980-82211,30.09.2024,0,1413,1,"1272,72",0,0
28945,1673,M100980-82211042,M100980-82211,30.09.2024,0,1513,1,"1272,72",0,0
28946,1744,M100980-82211042,M100980-82211,23.09.2024,0,2116,1,"1272,72",0,0
28947,1643,M100980-82211042,M100980-82211,14.10.2024,0,1746,1,"1272,72",0,0
28948,1852,M100980-82211042,M100980-82211,15.10.2024,0,1708,1,"1272,72",0,0
28949,1621,M100980-82211042,M100980-82211,28.09.2024,0,1503,1,"1272,72",0,0
28950,1536,M100980-82211042,M100980-82211,05.10.2024,0,1900,1,"1272,72",0,0
28951,1810,M100980-82211042,M100980-82211,05.10.2024,0,1804,1,"1272,72",0,0
28952,1695,M101441-82297063,M101441-82297,15.10.2024,0,1417,1,"1090,9",0,0
28953,1660,M101441-82297063,M101441-82297,15.10.2024,0,1751,1,"1090,9",0,0
28954,1612,M101441-82297063,M101441-82297,11.09.2024,0,1414,1,"1090,9",0,0
28955,1835,M101441-82297063,M101441-82297,08.09.2024,0,1651,1,"1090,9",0,0
28956,1647,M101441-81364006,M101441-81364,09.10.2024,0,1633,1,"1090,9",0,0
28958,1675,M101441-82297063,M101441-82297,13.10.2024,0,1623,1,"1090,9",0,0
28959,1667,M101441-82297063,M101441-82297,09.10.2024,0,1837,1,"1090,9",0,0
28960,1687,M101441-82297063,M101441-82297,03.09.2024,0,1347,1,"1090,9",0,0
28961,1579,M101441-82297063,M101441-82297,13.10.2024,0,1825,1,"1090,9",0,0
28962,1675,M101441-82297063,M101441-82297,22.09.2024,0,1641,1,"1090,9",0,0
28963,1614,M101441-82297063,M101441-82297,22.09.2024,0,1812,1,"1090,9",0,0
28964,1644,M101441-82297063,M101441-82297,06.10.2024,0,1917,1,"1090,9",0,0
28965,1655,M101441-82297063,M101441-82297,06.10.2024,0,1850,1,"1090,9",0,0
28966,1558,M101441-82297063,M101441-82297,02.10.2024,0,1904,1,"1090,9",0,0
28972,1681,M101441-81364006,M101441-81364,13.10.2024,0,2206,1,"1090,9",0,0
28973,1559,M101441-81364006,M101441-81364,03.10.2024,0,1741,1,"1090,9",0,0
28974,1663,M1010777-88241042,M1010777-88241,14.09.2024,0,1313,1,"1363,63",0,0
28979,1732,M101077-85611012,M101077-85611,14.09.2024,0,1650,1,"909,08",0,0
28980,1882,M100328-35252005,M100328-35252,28.09.2024,0,1524,1,"909,08",0,0
28981,1870,M100328-35252005,M100328-35252,03.10.2024,0,1931,1,"909,08",0,0
28982,1687,M101072-34111016,M101072-34111,06.09.2024,0,1656,1,"1181,81",0,0
28983,1775,M101072-34111016,M101072-34111,18.09.2024,0,1848,1,"1181,81",0,0
28984,1669,M101072-34111016,M101072-34111,14.09.2024,0,1737,1,"1181,81",0,0
28985,1823,M101072-34111016,M101072-34111,14.09.2024,0,2030,1,"1181,81",0,0
28986,1806,M101072-34111016,M101072-34111,27.09.2024,0,1421,1,"1181,81",0,0
28987,1567,M101072-34111016,M101072-34111,28.09.2024,0,1942,1,"1181,81",0,0
28988,1619,M101072-34111016,M101072-34111,29.09.2024,0,1506,1,"1181,81",0,0
28989,1642,M101072-34111016,M101072-34111,08.09.2024,0,1650,1,"1181,81",0,0
28990,1548,M101072-34111016,M101072-34111,07.10.2024,0,1923,1,"1181,81",0,0
28991,1663,M101072-34111016,M101072-34111,17.09.2024,0,1717,1,"1181,81",0,0
28992,1543,M101072-34111016,M101072-34111,20.09.2024,0,1600,1,"1181,81",0,0
28993,1917,M101072-34111016,M101072-34111,15.09.2024,0,1425,1,"1181,81",0,0
28994,1803,M101072-34111016,M101072-34111,03.10.2024,0,2108,1,"1181,81",0,0
28995,1754,M101072-34111016,M101072-34111,15.09.2024,0,1427,1,"1181,81",0,0
28996,1694,M1010727-88210016,M1010727-88210,15.09.2024,0,1543,1,"1181,81",0,0
28997,1695,M1010727-88210016,M1010727-88210,24.09.2024,0,1941,1,"1181,81",0,0
28998,1848,M1010349-86425014,M1010349-86425,28.09.2024,0,1546,1,"1181,81",0,0
28999,1845,M1010599-87443037,M1010599-87443,17.09.2024,0,2031,1,"1181,81",0,0
29000,1879,M1010349-86425014,M1010349-86425,28.09.2024,0,1559,1,"1181,81",0,0
29001,1734,M1010349-86425014,M1010349-86425,18.09.2024,0,2008,1,"1181,81",0,0
29002,1641,M1010349-86425014,M1010349-86425,06.10.2024,0,1349,1,"1181,81",0,0
29003,1894,M1010599-87443037,M1010599-87443,09.10.2024,0,1730,1,"1181,81",0,0
29004,1679,M101072-34111016,M101072-34111,15.09.2024,0,1853,1,"1181,81",0,0
29005,1938,M101072-34111016,M101072-34111,14.09.2024,0,1308,1,"1181,81",0,0
29006,1807,M101072-34111016,M101072-34111,14.09.2024,0,1548,1,"1181,81",0,0
29007,1849,M101072-34111016,M101072-34111,16.09.2024,0,1813,1,"1181,81",0,0
29008,1686,M101072-34111016,M101072-34111,16.09.2024,0,1342,1,"1181,81",0,0
29009,1630,M101072-34111016,M101072-34111,11.10.2024,0,1306,1,"1181,81",0,0
29010,1592,M101072-34111016,M101072-34111,13.10.2024,0,1525,1,"1181,81",0,0
29011,1828,M101072-34111016,M101072-34111,13.10.2024,0,1822,1,"1181,81",0,0
29012,1524,M101072-34111016,M101072-34111,13.10.2024,0,1620,1,"1181,81",0,0
29013,1579,M101072-34111016,M101072-34111,13.10.2024,0,1800,1,"1181,81",0,0
29014,1812,M101072-34111016,M101072-34111,02.09.2024,0,1708,1,"1181,81",0,0
29015,1676,M101072-34111016,M101072-34111,02.09.2024,0,1328,1,"1181,81",0,0
29016,1937,M101072-34111016,M101072-34111,29.09.2024,0,1943,1,"1181,81",0,0
29017,1625,M101072-34111016,M101072-34111,29.09.2024,0,1503,1,"1181,81",0,0
29018,1594,M101072-34111016,M101072-34111,29.09.2024,0,1855,1,"1181,81",0,0
29019,1687,M101072-34111016,M101072-34111,28.09.2024,0,1505,1,"1181,81",0,0
29020,1561,M101072-34111016,M101072-34111,23.09.2024,0,1519,1,"1181,81",0,0
29021,1814,M101072-34111016,M101072-34111,21.09.2024,0,1546,1,"1181,81",0,0
29022,1687,M101072-34111016,M101072-34111,22.09.2024,0,1307,1,"1181,81",0,0
29023,1855,M101072-34111016,M101072-34111,08.09.2024,0,1338,1,"1181,81",0,0
29024,1751,M101072-34111016,M101072-34111,10.09.2024,0,2021,1,"1181,81",0,0
29025,1662,M101072-34111016,M101072-34111,05.09.2024,0,1947,1,"1181,81",0,0
29026,1542,M101072-34111016,M101072-34111,05.10.2024,0,1318,1,"1181,81",0,0
29027,1575,M101072-34111016,M101072-34111,04.10.2024,0,1802,1,"1181,81",0,0
29028,1882,M101072-34111016,M101072-34111,01.10.2024,0,1946,1,"1181,81",0,0
29029,1624,M101072-34111016,M101072-34111,04.10.2024,0,1748,1,"1181,81",0,0
29030,1579,M101072-34111016,M101072-34111,24.09.2024,0,1908,1,"1181,81",0,0
29031,1552,M101072-34111016,M101072-34111,25.09.2024,0,1925,1,"1181,81",0,0
29032,1704,M101072-34111016,M101072-34111,12.09.2024,0,1634,1,"1181,81",0,0
29033,1870,M101072-34111016,M101072-34111,06.09.2024,0,2045,1,"1181,81",0,0
29034,1696,M101072-34111016,M101072-34111,11.09.2024,0,1931,1,"1181,81",0,0
29035,1552,M101072-34111016,M101072-34111,27.09.2024,0,1926,1,"1181,81",0,1
29036,1548,M1010727-88210016,M1010727-88210,02.09.2024,0,1920,1,"1181,81",0,0
29037,1674,M1010727-88210016,M1010727-88210,29.09.2024,0,1601,1,"1181,81",0,0
29038,1759,M1010727-88210016,M1010727-88210,26.09.2024,0,1310,1,"1181,81",0,0
29039,1867,M1010727-88210016,M1010727-88210,28.09.2024,0,1720,1,"1181,81",0,0
29040,1931,M1010727-88210016,M1010727-88210,28.09.2024,0,2000,1,"1181,81",0,0
29041,1636,M1010727-88210016,M1010727-88210,08.09.2024,0,1739,1,"1181,81",0,0
29042,1811,M1010727-88210016,M1010727-88210,08.09.2024,0,1838,1,"1181,81",0,0
29043,1845,M1010727-88210016,M1010727-88210,04.09.2024,0,1458,1,"1181,81",0,0
29044,1925,M1010727-88210016,M1010727-88210,19.09.2024,0,1519,1,"1181,81",0,0
29045,1641,M1010599-87443037,M1010599-87443,15.10.2024,0,1437,1,"1181,81",0,0
29046,1806,M1010599-87443037,M1010599-87443,03.09.2024,0,1723,1,"1181,81",0,0
29047,1922,M1010599-87443037,M1010599-87443,29.09.2024,0,1901,1,"1181,81",0,0
29048,1663,M1010599-87443037,M1010599-87443,21.09.2024,0,1350,1,"1181,81",0,0
29049,1607,M1010599-87443037,M1010599-87443,04.10.2024,0,1930,1,"1181,81",0,0
29050,1939,M1010599-87443037,M1010599-87443,12.09.2024,0,1517,1,"1181,81",0,0
29051,1628,M1010599-87443037,M1010599-87443,06.09.2024,0,1034,1,"1181,81",0,0
29052,1638,M1010349-86425014,M1010349-86425,13.10.2024,0,1507,1,"1181,81",0,0
29053,1608,M1010349-86425014,M1010349-86425,15.09.2024,0,1520,1,"1181,81",0,0
29054,1517,M1010349-86425014,M1010349-86425,14.09.2024,0,1357,1,"1181,81",0,0
29055,1619,M1010349-86425014,M1010349-86425,03.09.2024,0,1747,1,"1181,81",0,0
29056,1540,M1010349-86425014,M1010349-86425,21.09.2024,0,1504,1,"1181,81",0,0
29057,1626,M1010349-86425014,M1010349-86425,07.09.2024,0,2057,1,"1181,81",0,0
29058,1576,M1010349-86425014,M1010349-86425,04.09.2024,0,1546,1,"1181,81",0,0
29059,1801,M1010349-86425014,M1010349-86425,04.09.2024,0,1626,1,"1181,81",0,0
29060,1802,M1010349-86425014,M1010349-86425,05.10.2024,0,2143,1,"1181,81",0,0
29061,1872,M1010349-86425014,M1010349-86425,01.10.2024,0,1745,1,"1181,81",0,0
29062,1803,M1010349-86425014,M1010349-86425,04.10.2024,0,1748,1,"1181,81",0,0
29063,1544,M100980-82211042,M100980-82211,12.10.2024,0,1923,1,"1272,72",0,0
29064,1614,M1010349-86425014,M1010349-86425,05.09.2024,0,1445,1,"1181,81",0,0
29065,1690,M1010727-88210016,M1010727-88210,28.09.2024,0,1608,1,"1181,81",0,0
29066,1835,M100980-82211042,M100980-82211,25.09.2024,0,1808,1,"1272,72",0,0
29067,1633,M100980-82211042,M100980-82211,16.09.2024,0,1912,1,"1272,72",0,0
29068,1624,M1010727-88210016,M1010727-88210,02.09.2024,0,1616,1,"1181,81",0,0
29069,1561,M1010727-88210016,M1010727-88210,08.09.2024,0,1934,1,"1181,81",0,0
29070,1666,M101072-34111016,M101072-34111,21.09.2024,0,2120,1,"1181,81",0,0
29071,1667,M1010727-88210016,M1010727-88210,06.09.2024,0,2147,1,"1181,81",0,0
29072,1734,M1010727-88210016,M1010727-88210,12.09.2024,0,1718,1,"1181,81",0,0
29073,1917,M100980-82211042,M100980-82211,28.09.2024,0,1536,1,"1272,72",0,0
29074,1688,M1010727-88210016,M1010727-88210,14.10.2024,0,1614,1,"1181,81",0,0
29075,1768,M101072-34111016,M101072-34111,07.09.2024,0,1936,1,"1181,81",0,0
29076,1779,M101072-34111016,M101072-34111,15.09.2024,0,1804,1,"1181,81",0,0
29077,1651,M1010727-88210016,M1010727-88210,14.09.2024,0,1529,1,"1181,81",0,0
29078,1840,M1010727-88210016,M1010727-88210,06.09.2024,0,2204,1,"1181,81",0,0
29079,1801,M100980-82211042,M100980-82211,28.09.2024,0,1756,1,"1272,72",0,0
29080,1919,M101072-34111016,M101072-34111,05.09.2024,0,1250,1,"1181,81",0,0
29081,1529,M101072-34111016,M101072-34111,09.09.2024,0,1350,1,"1181,81",0,0
29083,1646,M100980-82211042,M100980-82211,11.10.2024,0,1837,1,"1272,72",0,0
29084,1673,M1010299-83039014,M1010299-83039,19.09.2024,0,2033,1,"999,99",0,0
29085,1632,M101077-30503012,M101077-30503,14.09.2024,0,1723,1,"999,99",0,0
29086,1870,M1010299-83039014,M1010299-83039,25.09.2024,0,1436,1,"999,99",0,0
29087,1927,M101077-85611012,M101077-85611,08.09.2024,0,1908,1,"999,99",0,0
29088,1747,M1010299-83039007,M1010299-83039,01.09.2024,0,1642,1,"999,99",0,0
29089,1673,M101077-30503012,M101077-30503,07.09.2024,0,1321,1,"999,99",0,0
29090,1917,M100980-82211042,M100980-82211,07.10.2024,0,1700,1,"1272,72",0,0
29091,1892,M100980-82211042,M100980-82211,01.10.2024,0,1428,1,"1272,72",0,0
29092,1936,M100980-82211042,M100980-82211,25.09.2024,0,1223,1,"1272,72",0,0
29093,1751,M100980-82211042,M100980-82211,16.09.2024,0,2023,1,"1272,72",0,0
29094,1763,M100980-82211042,M100980-82211,12.09.2024,0,1836,1,"1272,72",0,0
29095,1663,M100980-82211042,M100980-82211,08.10.2024,0,1559,1,"1272,72",0,0
29096,1614,M1010819-88622029,M1010819-88622,12.10.2024,0,1157,1,"1272,72",0,0
29097,1825,M1010599-87443037,M1010599-87443,07.09.2024,0,1839,1,"1181,81",0,0
29098,1856,M101072-34111016,M101072-34111,01.09.2024,0,1850,1,"1181,81",0,0
29099,1641,M101072-34111016,M101072-34111,13.09.2024,0,2111,1,"1181,81",0,0
29100,1806,M1010727-88210016,M1010727-88210,11.09.2024,0,1233,1,"1181,81",0,0
29101,1803,M1010727-88210016,M1010727-88210,13.09.2024,0,1903,1,"1181,81",0,0
29102,1912,M1010727-88210016,M1010727-88210,07.09.2024,0,1714,1,"1181,81",0,0
29103,1789,M1010727-88210016,M1010727-88210,15.09.2024,0,1838,1,"1181,81",0,0
29104,1910,M1010349-86425014,M1010349-86425,26.09.2024,0,2041,1,"1181,81",0,0
29105,1628,M1010599-87443037,M1010599-87443,13.10.2024,0,1250,1,"1181,81",0,0
29106,1663,M1010599-87443037,M1010599-87443,14.09.2024,0,1517,1,"1181,81",0,0
29107,1667,M1010299-83039007,M1010299-83039,14.09.2024,0,1620,1,"999,99",0,0
29108,1863,M1010299-83039007,M1010299-83039,17.09.2024,0,1530,1,"999,99",0,0
29109,1576,M1010299-83039007,M1010299-83039,01.09.2024,0,1234,1,"999,99",0,1
29110,1651,M1010299-83039014,M1010299-83039,12.10.2024,0,1127,1,"999,99",0,0
29111,1864,M101077-30503012,M101077-30503,07.09.2024,0,1619,1,"999,99",0,0
29112,1706,M101077-85611012,M101077-85611,20.09.2024,0,1142,1,"999,99",0,0
29113,1651,M101077-85611012,M101077-85611,26.10.2024,0,1333,1,"999,99",0,0
29114,1906,M101077-30503012,M101077-30503,23.10.2024,0,1335,1,"999,99",0,0
29115,1642,M101077-85611012,M101077-85611,08.09.2024,0,1356,1,"999,99",0,0
29116,1759,M101077-85611012,M101077-85611,01.09.2024,0,2044,1,"999,99",0,0
29117,1688,M1010819-88622029,M1010819-88622,12.10.2024,0,1622,1,"1272,72",0,0
29118,1790,M100980-82211042,M100980-82211,10.10.2024,0,1356,1,"1272,72",0,0
29119,1650,M100980-82211042,M100980-82211,04.09.2024,0,1039,1,"1272,72",0,0
29120,1838,M100980-82211042,M100980-82211,09.10.2024,0,1625,1,"1272,72",0,0
29121,1538,M100980-82211042,M100980-82211,06.10.2024,0,1203,1,"1272,72",0,0
29122,1520,M100980-82211042,M100980-82211,04.10.2024,0,1921,1,"1272,72",0,0
29123,1732,M100980-82211042,M100980-82211,29.09.2024,0,1541,1,"1272,72",0,0
29124,1855,M100980-82211042,M100980-82211,21.09.2024,0,1626,1,"1272,72",0,0
29125,1605,M100980-82211042,M100980-82211,07.10.2024,0,1523,1,"1272,72",0,0
29126,1806,M100277-82292034,M100277-82292,05.09.2024,0,1550,1,"909,08",0,0
29127,1743,M100277-82292034,M100277-82292,05.09.2024,0,1816,1,"909,08",0,0
29128,1655,M100277-82292034,M100277-82292,04.09.2024,0,1743,1,"909,08",0,0
29129,1637,M100277-82292034,M100277-82292,04.09.2024,0,2111,1,"909,08",0,0
29130,1909,M100277-82292034,M100277-82292,04.09.2024,0,1854,1,"909,08",0,0
29131,1812,M100277-82292034,M100277-82292,06.09.2024,0,1357,1,"909,08",0,0
29132,1931,M100277-82292034,M100277-82292,06.09.2024,0,1924,1,"909,08",0,0
29133,1755,M100277-82292034,M100277-82292,06.09.2024,0,1810,1,"909,08",0,0
29134,1755,M100277-82292034,M100277-82292,06.09.2024,0,1739,1,"909,08",0,0
29135,1909,M100277-82292034,M100277-82292,06.09.2024,0,1637,1,"909,08",0,0
29136,1673,M100277-82292034,M100277-82292,06.09.2024,0,2031,1,"909,08",0,0
29137,1908,M100277-82292034,M100277-82292,08.09.2024,0,1930,1,"909,08",0,0
29138,1829,M100277-82292034,M100277-82292,08.09.2024,0,1856,1,"909,08",0,0
29139,1680,M100277-82292034,M100277-82292,08.09.2024,0,1619,1,"909,08",0,0
29140,1936,M100277-82292034,M100277-82292,08.09.2024,0,1449,1,"909,08",0,0
29141,1896,M100277-82292034,M100277-82292,08.09.2024,0,1602,1,"909,08",0,0
29142,1716,M100277-82292034,M100277-82292,07.09.2024,0,1506,1,"909,08",0,0
29143,1630,M100277-82292034,M100277-82292,07.09.2024,0,1740,1,"909,08",0,0
29144,1519,M100277-82292034,M100277-82292,07.09.2024,0,1826,1,"909,08",0,0
29145,1852,M100277-82292034,M100277-82292,07.09.2024,0,1516,1,"909,08",0,0
29146,1861,M100277-82292034,M100277-82292,01.09.2024,0,1741,1,"909,08",0,0
29147,1896,M100277-82292034,M100277-82292,01.09.2024,0,2128,1,"909,08",0,0
29148,1913,M100277-82292034,M100277-82292,01.09.2024,0,1414,1,"909,08",0,0
29149,1923,M100277-82292034,M100277-82292,01.09.2024,0,1402,1,"909,08",0,0
29150,1812,M100277-82292034,M100277-82292,26.09.2024,0,1526,1,"909,08",0,0
29151,1879,M100277-82292034,M100277-82292,26.09.2024,0,1703,1,"909,08",0,0
29152,1658,M100277-82292034,M100277-82292,27.09.2024,0,1957,1,"909,08",0,0
29153,1605,M100277-82292034,M100277-82292,30.09.2024,0,1707,1,"909,08",0,0
29154,1618,M100277-82292034,M100277-82292,29.09.2024,0,1448,1,"909,08",0,0
29155,1550,M100277-82292034,M100277-82292,29.09.2024,0,1633,1,"909,08",0,0
29156,1712,M100277-82292034,M100277-82292,29.09.2024,0,1642,1,"909,08",0,0
29157,1813,M100277-82292034,M100277-82292,29.09.2024,0,1801,1,"909,08",0,0
29158,1825,M100277-82292034,M100277-82292,28.09.2024,0,1336,1,"909,08",0,0
29159,1870,M100277-82292034,M100277-82292,28.09.2024,0,1436,1,"909,08",0,0
29160,1556,M100277-82292034,M100277-82292,28.09.2024,0,1623,1,"909,08",0,0
29161,1758,M100277-82292034,M100277-82292,06.10.2024,0,2121,1,"909,08",0,0
29162,1775,M100277-82292034,M100277-82292,06.10.2024,0,1936,1,"909,08",0,0
29163,1845,M100277-82292034,M100277-82292,06.10.2024,0,2103,1,"909,08",0,0
29164,1667,M100277-82292034,M100277-82292,06.10.2024,0,2031,1,"909,08",0,0
